price_per_night,timestamp
 218,2019-04-27 11:20:01.150147
 223,2019-04-23 08:57:00.650075
 222,2019-04-26 00:20:01.795110
 223,2019-04-24 19:20:01.061854
 222,2019-04-26 03:20:01.482164
 223,2019-04-23 11:20:01.137410
 222,2019-04-26 17:20:01.518100
 223,2019-04-23 16:20:01.692296
 222,2019-04-26 14:20:01.675773
 211,2019-04-24 09:20:01.376897
 223,2019-04-25 08:20:01.365052
 222,2019-04-26 06:20:01.518259
 211,2019-04-24 05:20:01.100760
 218,2019-04-27 08:20:00.961811
 223,2019-04-25 05:20:01.636860
 211,2019-04-23 21:20:01.507421
 218,2019-04-27 03:20:01.825567
 222,2019-04-26 04:20:01.454228
 218,2019-04-27 04:20:01.713683
 224,2019-04-24 10:20:01.373861
 223,2019-04-23 14:20:01.159459
 211,2019-04-23 22:20:01.807987
 224,2019-04-24 13:20:01.431021
 223,2019-04-23 10:20:02.059205
 218,2019-04-27 07:20:01.137215
 223,2019-04-25 17:20:00.913439
 224,2019-04-24 14:20:01.389675
 223,2019-04-25 16:20:01.691026
 224,2019-04-24 18:20:01.155983
 223,2019-04-25 14:20:00.920720
 223,2019-04-24 22:20:01.043015
 223,2019-04-23 13:20:01.402832
 218,2019-04-27 09:20:01.527672
 210,2019-04-25 15:20:01.999888
 222,2019-04-26 10:20:01.729785
 211,2019-04-24 06:20:01.152819
 224,2019-04-24 12:20:01.752630
 218,2019-04-27 10:20:00.995652
 218,2019-04-27 02:20:01.152441
 222,2019-04-26 05:20:02.159670
 223,2019-04-25 00:20:01.034622
 223,2019-04-25 12:20:01.137342
 211,2019-04-24 04:20:01.166113
 218,2019-04-26 22:20:01.496908
 211,2019-04-24 00:20:01.233470
 205,2019-04-26 18:20:01.843524
 222,2019-04-26 15:20:01.440396
 222,2019-04-25 21:20:01.533905
 222,2019-04-25 20:20:01.595336
 211,2019-04-24 16:20:01.041631
 218,2019-04-26 20:20:01.435899
 218,2019-04-27 13:20:01.791607
 211,2019-04-24 07:20:01.508606
 218,2019-04-27 00:20:01.533646
 222,2019-04-25 23:20:02.108452
 223,2019-04-23 17:20:01.621761
 211,2019-04-24 03:20:01.751988
 223,2019-04-25 03:20:01.760917
 218,2019-04-27 05:20:01.509110
 223,2019-04-23 09:20:01.821578
 218,2019-04-26 23:20:01.599948
 223,2019-04-23 12:20:01.090720
 211,2019-04-24 01:20:01.392921
 223,2019-04-25 13:20:01.834388
 222,2019-04-25 22:20:01.026978
 222,2019-04-26 07:20:01.191154
 223,2019-04-25 10:20:01.280857
 222,2019-04-26 11:20:01.230904
 223,2019-04-25 11:20:01.546036
 223,2019-04-25 02:20:01.135567
 218,2019-04-26 21:20:01.308907
 224,2019-04-24 15:20:00.961472
 205,2019-04-26 19:20:01.839619
 223,2019-04-25 04:20:01.778594
 223,2019-04-25 18:20:01.259476
 223,2019-04-25 07:20:01.053067
 211,2019-04-23 23:20:01.609027
 223,2019-04-24 20:20:01.533605
 222,2019-04-25 19:20:01.125846
 223,2019-04-24 21:20:01.458887
 211,2019-04-24 02:20:01.309454
 224,2019-04-24 11:20:01.308713
 222,2019-04-26 02:20:01.845055
 224,2019-04-24 08:20:01.591799
 218,2019-04-27 12:20:01.003229
 223,2019-04-23 18:20:02.035026
 211,2019-04-23 20:20:00.970738
 222,2019-04-26 12:20:00.897716
 218,2019-04-27 01:20:01.038571
 222,2019-04-26 08:20:01.356409
 224,2019-04-24 17:20:01.332952
 211,2019-04-23 15:20:01.498959
 223,2019-04-25 01:20:01.018823
 222,2019-04-26 16:20:01.240066
 223,2019-04-24 23:20:01.538001
 223,2019-04-25 09:20:01.817283
 222,2019-04-26 13:20:01.263294
 223,2019-04-25 06:20:01.105964
 210,2019-04-26 01:20:01.650668
 222,2019-04-26 09:20:01.831938
 218,2019-04-27 06:20:01.206904
