hotel_name,url,locality,timestamp,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Holiday Inn Hotel & Suites Oklahoma City North,http://www.tripadvisor.com/Hotel_Review-g51560-d7208493-Reviews-Holiday_Inn_Hotel_Suites_Oklahoma_City_North-Oklahoma_City_Oklahoma.html,Oklahoma City,2019-03-20 17:24:28.026675,174 ,,2019/04/02,2019/04/04, 132,HolidayInn.com,10,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn & Suites Oklahoma City / Bricktown,http://www.tripadvisor.com/Hotel_Review-g51560-d1163620-Reviews-Hampton_Inn_Suites_Oklahoma_City_Bricktown-Oklahoma_City_Oklahoma.html,Oklahoma City,2019-03-20 17:24:28.027458,1314 ,,2019/04/02,2019/04/04, 157,Booking.com,12,"Free Wifi,Breakfast included,Visit hotel website"
21c Museum Hotel Oklahoma City,http://www.tripadvisor.com/Hotel_Review-g51560-d10128409-Reviews-21c_Museum_Hotel_Oklahoma_City-Oklahoma_City_Oklahoma.html,Oklahoma City,2019-03-20 17:24:28.028150,848 ,,2019/04/02,2019/04/04, 223,Booking.com,9,"Free Wifi,Restaurant"
The Skirvin Hilton Oklahoma City,http://www.tripadvisor.com/Hotel_Review-g51560-d635098-Reviews-The_Skirvin_Hilton_Oklahoma_City-Oklahoma_City_Oklahoma.html,Oklahoma City,2019-03-20 17:24:28.028848,1841 ,,2019/04/02,2019/04/04, 209,Booking.com,11,"Free Wifi,Pool,Visit hotel website"
Best Western Plus Saddleback Inn & Conference Center,http://www.tripadvisor.com/Hotel_Review-g51560-d95732-Reviews-Best_Western_Plus_Saddleback_Inn_Conference_Center-Oklahoma_City_Oklahoma.html,Oklahoma City,2019-03-20 17:24:28.029550,1066 ,,2019/04/02,2019/04/04, 75,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Holiday Inn Express & Suites Oklahoma City Mid - Airport Area,http://www.tripadvisor.com/Hotel_Review-g51560-d7307266-Reviews-Holiday_Inn_Express_Suites_Oklahoma_City_Mid_Airport_Area-Oklahoma_City_Oklahoma.html,Oklahoma City,2019-03-20 17:24:28.030256,182 ,,2019/04/02,2019/04/04, 99,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Best Western Plus Memorial Inn & Suites,http://www.tripadvisor.com/Hotel_Review-g51560-d498886-Reviews-Best_Western_Plus_Memorial_Inn_Suites-Oklahoma_City_Oklahoma.html,Oklahoma City,2019-03-20 17:24:28.030991,421 ,,2019/04/02,2019/04/04, 74,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Holiday Inn Express & Suites Oklahoma City Downtown - Bricktown,http://www.tripadvisor.com/Hotel_Review-g51560-d7180177-Reviews-Holiday_Inn_Express_Suites_Oklahoma_City_Downtown_Bricktown-Oklahoma_City_Oklahoma.html,Oklahoma City,2019-03-20 17:24:28.031695,354 ,,2019/04/02,2019/04/04, 160,Booking.com,12,"Free Wifi,Breakfast included,Visit hotel website"
La Quinta Inn & Suites Oklahoma City - NW Expwy,http://www.tripadvisor.com/Hotel_Review-g51560-d101843-Reviews-La_Quinta_Inn_Suites_Oklahoma_City_NW_Expwy-Oklahoma_City_Oklahoma.html,Oklahoma City,2019-03-20 17:24:28.032379,526 ,,2019/04/02,2019/04/04, 85,Booking.com,10,"Free Wifi,Free parking"
Hampton Inn Oklahoma City Northeast,http://www.tripadvisor.com/Hotel_Review-g51560-d10584846-Reviews-Hampton_Inn_Oklahoma_City_Northeast-Oklahoma_City_Oklahoma.html,Oklahoma City,2019-03-20 17:24:28.033097,226 ,,2019/04/02,2019/04/04, 98,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
Embassy Suites by Hilton Oklahoma City Downtown/Medical Center,http://www.tripadvisor.com/Hotel_Review-g51560-d7158340-Reviews-Embassy_Suites_by_Hilton_Oklahoma_City_Downtown_Medical_Center-Oklahoma_City_Oklahoma.html,Oklahoma City,2019-03-20 17:24:28.033842,854 ,,2019/04/02,2019/04/04, 211,Booking.com,12,"Free Wifi,Breakfast included,Visit hotel website"
SpringHill Suites Oklahoma City Airport,http://www.tripadvisor.com/Hotel_Review-g51560-d1114497-Reviews-SpringHill_Suites_Oklahoma_City_Airport-Oklahoma_City_Oklahoma.html,Oklahoma City,2019-03-20 17:24:28.034569,277 ,,2019/04/02,2019/04/04, 99,Booking.com,11,"Free Wifi,Free parking,Visit hotel website"
Hyatt Place Oklahoma City Airport,http://www.tripadvisor.com/Hotel_Review-g51560-d101848-Reviews-Hyatt_Place_Oklahoma_City_Airport-Oklahoma_City_Oklahoma.html,Oklahoma City,2019-03-20 17:24:28.035282,634 ,,2019/04/02,2019/04/04, 122,Expedia.ch,10,"Free Wifi,Pool"
Embassy Suites by Hilton Oklahoma City Will Rogers Airport,http://www.tripadvisor.com/Hotel_Review-g51560-d95765-Reviews-Embassy_Suites_by_Hilton_Oklahoma_City_Will_Rogers_Airport-Oklahoma_City_Oklahoma.html,Oklahoma City,2019-03-20 17:24:28.036087,1103 ,,2019/04/02,2019/04/04, 167,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
Hilton Garden Inn Oklahoma City Airport,http://www.tripadvisor.com/Hotel_Review-g51560-d95777-Reviews-Hilton_Garden_Inn_Oklahoma_City_Airport-Oklahoma_City_Oklahoma.html,Oklahoma City,2019-03-20 17:24:28.037167,618 ,,2019/04/02,2019/04/04, 127,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
Residence Inn Oklahoma City Downtown/Bricktown,http://www.tripadvisor.com/Hotel_Review-g51560-d635096-Reviews-Residence_Inn_Oklahoma_City_Downtown_Bricktown-Oklahoma_City_Oklahoma.html,Oklahoma City,2019-03-20 17:24:28.037948,345 ,,2019/04/02,2019/04/04, 218,Booking.com,11,"Free Wifi,Breakfast included,Visit hotel website"
Sleep Inn & Suites,http://www.tripadvisor.com/Hotel_Review-g51560-d446434-Reviews-Sleep_Inn_Suites-Oklahoma_City_Oklahoma.html,Oklahoma City,2019-03-20 17:24:28.039175,197 ,,2019/04/02,2019/04/04, 86,Booking.com,10,"Free Wifi,Free parking"
