hotel_name,url,locality,timestamp,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Holiday Inn Express Philadelphia E - Penns Landing,http://www.tripadvisor.com/Hotel_Review-g60795-d142181-Reviews-Holiday_Inn_Express_Philadelphia_E_Penns_Landing-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 16:49:53.401847,833 ,,2019/04/02,2019/04/04,CHF 261,HIExpress.com,11,"Free Wifi,Breakfast included,Visit hotel website"
Penn's View Hotel,http://www.tripadvisor.com/Hotel_Review-g60795-d112136-Reviews-Penn_s_View_Hotel-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 16:49:53.403043,900 ,,2019/04/02,2019/04/04,CHF 152,Booking.com,8,"Free Wifi,Breakfast included"
Residence Inn by Marriott Philadelphia Center City,http://www.tripadvisor.com/Hotel_Review-g60795-d247008-Reviews-Residence_Inn_by_Marriott_Philadelphia_Center_City-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 16:49:53.404141,881 ,,2019/04/02,2019/04/04,CHF 289,Booking.com,12,"Free Wifi,Breakfast included,Visit hotel website"
"Home2 Suites by Hilton Philadelphia - Convention Center, PA",http://www.tripadvisor.com/Hotel_Review-g60795-d4008416-Reviews-Home2_Suites_by_Hilton_Philadelphia_Convention_Center_PA-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 16:49:53.405243,1891 ,,2019/04/02,2019/04/04,CHF 325,Hotels.com,15,"Free Wifi,Breakfast included,Visit hotel website"
Loews Philadelphia Hotel,http://www.tripadvisor.com/Hotel_Review-g60795-d112132-Reviews-Loews_Philadelphia_Hotel-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 16:49:53.406292,6417 ,,2019/04/02,2019/04/04,CHF 195,Booking.com,12,"Free Wifi,Pool,Visit hotel website"
Apple Hostels Philadelphia,http://www.tripadvisor.com/Hotel_Review-g60795-d1221472-Reviews-Apple_Hostels_Philadelphia-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 16:49:53.407216,439 ,,2019/04/02,2019/04/04,CHF 91,Booking.com,9,"Free Wifi,Visit hotel website"
"The Logan Philadelphia, Curio Collection by Hilton",http://www.tripadvisor.com/Hotel_Review-g60795-d112124-Reviews-The_Logan_Philadelphia_Curio_Collection_by_Hilton-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 16:49:53.408288,1733 ,,2019/04/02,2019/04/04,CHF 293,Booking.com,12,"Pool,Restaurant,Visit hotel website"
Kimpton Hotel Monaco Philadelphia,http://www.tripadvisor.com/Hotel_Review-g60795-d3226761-Reviews-Kimpton_Hotel_Monaco_Philadelphia-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 16:49:53.409011,3198 ,,2019/04/02,2019/04/04,CHF 407,Booking.com,12,"Free Wifi,Visit hotel website"
Thomas Bond House Bed & Breakfast,http://www.tripadvisor.com/Hotel_Review-g60795-d81600-Reviews-Thomas_Bond_House_Bed_Breakfast-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 16:49:53.409632,345 ,,2019/04/02,2019/04/04,CHF 190,Booking.com,0,"Free Wifi,Breakfast included,Visit hotel website"
Hampton Inn Philadelphia Center City - Convention Center,http://www.tripadvisor.com/Hotel_Review-g60795-d224279-Reviews-Hampton_Inn_Philadelphia_Center_City_Convention_Center-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 16:49:53.410287,2296 ,,2019/04/02,2019/04/04,CHF 266,Hotels.com,13,"Free Wifi,Breakfast included,Visit hotel website"
Alexander Inn,http://www.tripadvisor.com/Hotel_Review-g60795-d122315-Reviews-Alexander_Inn-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 16:49:53.410961,1501 ,,2019/04/02,2019/04/04,CHF 149,Booking.com,7,"Free Wifi,Breakfast included,Visit hotel website"
The Study at University City,http://www.tripadvisor.com/Hotel_Review-g60795-d10803333-Reviews-The_Study_at_University_City-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 16:49:53.411584,264 ,,2019/04/02,2019/04/04,CHF 289,Booking.com,7,"Free Wifi,Restaurant"
Cornerstone Bed & Breakfast,http://www.tripadvisor.com/Hotel_Review-g60795-d280892-Reviews-Cornerstone_Bed_Breakfast-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 16:49:53.412244,356 ,,2019/04/02,2019/04/04,CHF 195,Booking.com,8,"Free Wifi,Breakfast included,Visit hotel website"
AKA University City,http://www.tripadvisor.com/Hotel_Review-g60795-d9998576-Reviews-AKA_University_City-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 16:49:53.412880,116 ,,2019/04/02,2019/04/04,CHF 268,Booking.com,10,"Free Wifi,Pool,Visit hotel website"
Akwaaba Philadelphia,http://www.tripadvisor.com/Hotel_Review-g60795-d81598-Reviews-Akwaaba_Philadelphia-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 16:49:53.413405,321 ,,2019/04/02,2019/04/04,CHF 205,Offizielle Seite,0,"Free Wifi,Breakfast included,Visit hotel website"
Homewood Suites University City,http://www.tripadvisor.com/Hotel_Review-g60795-d3186945-Reviews-Homewood_Suites_University_City-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 16:49:53.414228,798 ,,2019/04/02,2019/04/04,CHF 227,Booking.com,12,"Free Wifi,Breakfast included,Visit hotel website"
Sheraton Philadelphia University City Hotel,http://www.tripadvisor.com/Hotel_Review-g60795-d102707-Reviews-Sheraton_Philadelphia_University_City_Hotel-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 16:49:53.415274,1688 ,,2019/04/02,2019/04/04,CHF 265,Booking.com,13,"Free Wifi,Restaurant,Visit hotel website"
Le Meridien Philadelphia,http://www.tripadvisor.com/Hotel_Review-g60795-d1479774-Reviews-Le_Meridien_Philadelphia-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 16:49:53.415986,1591 ,,2019/04/02,2019/04/04,CHF 484,LeMeridien.com,13,"Free Wifi,Restaurant,Visit hotel website"
Warwick Hotel Rittenhouse Square,http://www.tripadvisor.com/Hotel_Review-g60795-d96737-Reviews-Warwick_Hotel_Rittenhouse_Square-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 16:49:53.416887,2500 ,,2019/04/02,2019/04/04,CHF 337,Expedia.ch,13,"Free Wifi,Restaurant,Visit hotel website"
Chestnut Hill Hotel,http://www.tripadvisor.com/Hotel_Review-g60795-d102550-Reviews-Chestnut_Hill_Hotel-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 16:49:53.418088,541 ,,2019/04/02,2019/04/04,CHF 199,Booking.com,7,"Free Wifi,Free parking"
Aloft Philadelphia Downtown,http://www.tripadvisor.com/Hotel_Review-g60795-d12416741-Reviews-Aloft_Philadelphia_Downtown-Philadelphia_Pennsylvania.html,Philadelphia,2019-03-20 16:49:53.419098,348 ,,2019/04/02,2019/04/04,CHF 314,Aloft.com,8,"Free Wifi,Bar/Lounge,Visit hotel website"
