hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Hampton Inn & Suites Denver Downtown-Convention Center,http://www.tripadvisor.com/Hotel_Review-g33388-d3838172-Reviews-Hampton_Inn_Suites_Denver_Downtown_Convention_Center-Denver_Colorado.html,Denver,956 ,,2019/04/02,2019/04/04,CHF 292,Hampton.com,12,"Free Wifi,Breakfast included,Visit hotel website"
Grand Hyatt Denver Downtown,http://www.tripadvisor.com/Hotel_Review-g33388-d83046-Reviews-Grand_Hyatt_Denver_Downtown-Denver_Colorado.html,Denver,2402 ,,2019/04/02,2019/04/04,CHF 259,Booking.com,12,"Free Wifi,Pool,Visit hotel website"
Warwick Denver Hotel,http://www.tripadvisor.com/Hotel_Review-g33388-d83097-Reviews-Warwick_Denver_Hotel-Denver_Colorado.html,Denver,1744 ,,2019/04/02,2019/04/04,CHF 197,Hotels.com,11,"Free Wifi,Restaurant,Visit hotel website"
Hyatt Place Denver/Cherry Creek,http://www.tripadvisor.com/Hotel_Review-g33388-d114326-Reviews-Hyatt_Place_Denver_Cherry_Creek-Denver_Colorado.html,Denver,879 ,,2019/04/02,2019/04/04,CHF 150,Booking.com,13,"Free Wifi,Free parking"
HYATT House Denver Airport,http://www.tripadvisor.com/Hotel_Review-g33388-d1737951-Reviews-HYATT_House_Denver_Airport-Denver_Colorado.html,Denver,1109 ,,2019/04/02,2019/04/04,CHF 191,roomsXXL.ch,12,"Free Wifi,Breakfast included,Visit hotel website"
The Maven Hotel,http://www.tripadvisor.com/Hotel_Review-g33388-d12194543-Reviews-The_Maven_Hotel-Denver_Colorado.html,Denver,342 ,,2019/04/02,2019/04/04,CHF 349,Hotels.com,9,"Free Wifi,Restaurant"
"the ART, a hotel",http://www.tripadvisor.com/Hotel_Review-g33388-d7171750-Reviews-The_ART_a_hotel-Denver_Colorado.html,Denver,930 ,,2019/04/02,2019/04/04,CHF 299,Booking.com,11,"Free Wifi,Restaurant,Visit hotel website"
"The Brown Palace Hotel and Spa, Autograph Collection",http://www.tripadvisor.com/Hotel_Review-g33388-d83088-Reviews-The_Brown_Palace_Hotel_and_Spa_Autograph_Collection-Denver_Colorado.html,Denver,1985 ,,2019/04/02,2019/04/04,CHF 413,Expedia.ch,13,"Restaurant,Room service,Visit hotel website"
Hyatt Place Denver/Downtown,http://www.tripadvisor.com/Hotel_Review-g33388-d8679020-Reviews-Hyatt_Place_Denver_Downtown-Denver_Colorado.html,Denver,865 ,,2019/04/02,2019/04/04,CHF 200,Booking.com,9,"Free Wifi,Pool,Visit hotel website"
Comfort Inn Central,http://www.tripadvisor.com/Hotel_Review-g33388-d85341-Reviews-Comfort_Inn_Central-Denver_Colorado.html,Denver,450 ,,2019/04/02,2019/04/04,CHF 86,Booking.com,11,"Free Wifi,Free parking"
Hampton Inn & Suites Denver Downtown,http://www.tripadvisor.com/Hotel_Review-g33388-d578192-Reviews-Hampton_Inn_Suites_Denver_Downtown-Denver_Colorado.html,Denver,1161 ,,2019/04/02,2019/04/04,CHF 230,Booking.com,10,"Free Wifi,Breakfast included,Visit hotel website"
"Magnolia Hotel Denver, A Tribute Portfolio Hotel",http://www.tripadvisor.com/Hotel_Review-g33388-d83040-Reviews-Magnolia_Hotel_Denver_A_Tribute_Portfolio_Hotel-Denver_Colorado.html,Denver,2965 ,,2019/04/02,2019/04/04,CHF 215,Booking.com,14,"Free Wifi,Restaurant,Visit hotel website"
Hilton Denver City Center,http://www.tripadvisor.com/Hotel_Review-g33388-d83057-Reviews-Hilton_Denver_City_Center-Denver_Colorado.html,Denver,1274 ,,2019/04/02,2019/04/04,CHF 243,Hotels.com,9,"Free Wifi,Pool,Visit hotel website"
Hotel Indigo Denver Downtown,http://www.tripadvisor.com/Hotel_Review-g33388-d10632801-Reviews-Hotel_Indigo_Denver_Downtown-Denver_Colorado.html,Denver,195 ,,2019/04/02,2019/04/04,CHF 399,Hotels.com,10,"Free Wifi,Restaurant,Visit hotel website"
The Curtis Denver - a DoubleTree by Hilton Hotel,http://www.tripadvisor.com/Hotel_Review-g33388-d83020-Reviews-The_Curtis_Denver_a_DoubleTree_by_Hilton_Hotel-Denver_Colorado.html,Denver,2189 ,,2019/04/02,2019/04/04,CHF 287,Booking.com,13,"Free Wifi,Restaurant,Visit hotel website"
Drury Inn & Suites Denver Stapleton,http://www.tripadvisor.com/Hotel_Review-g33388-d6719423-Reviews-Drury_Inn_Suites_Denver_Stapleton-Denver_Colorado.html,Denver,451 ,,2019/04/02,2019/04/04,CHF 150,Hotels.com,7,"Free Wifi,Free parking,Visit hotel website"
Hilton Garden Inn Denver Tech Center,http://www.tripadvisor.com/Hotel_Review-g33388-d1190033-Reviews-Hilton_Garden_Inn_Denver_Tech_Center-Denver_Colorado.html,Denver,827 ,,2019/04/02,2019/04/04,CHF 203,Booking.com,12,"Free Wifi,Pool,Visit hotel website"
TownePlace Suites by Marriott Denver Airport at Gateway Park,http://www.tripadvisor.com/Hotel_Review-g33388-d2554988-Reviews-TownePlace_Suites_by_Marriott_Denver_Airport_at_Gateway_Park-Denver_Colorado.html,Denver,312 ,,2019/04/02,2019/04/04,CHF 184,Booking.com,9,"Free Wifi,Free parking,Visit hotel website"
SpringHill Suites Denver Downtown,http://www.tripadvisor.com/Hotel_Review-g33388-d3369752-Reviews-SpringHill_Suites_Denver_Downtown-Denver_Colorado.html,Denver,907 ,,2019/04/02,2019/04/04,CHF 282,roomsXXL.ch,11,"Free Wifi,Breakfast included,Visit hotel website"
Kimpton Hotel Monaco Denver,http://www.tripadvisor.com/Hotel_Review-g33388-d120056-Reviews-Kimpton_Hotel_Monaco_Denver-Denver_Colorado.html,Denver,1603 ,,2019/04/02,2019/04/04,CHF 300,Hotels.com,11,"Free Wifi,Restaurant,Visit hotel website"
Hyatt Regency Denver Tech Center,http://www.tripadvisor.com/Hotel_Review-g33388-d83051-Reviews-Hyatt_Regency_Denver_Tech_Center-Denver_Colorado.html,Denver,1301 ,,2019/04/02,2019/04/04,CHF 219,Booking.com,12,"Free Wifi,Pool"
Hotel Teatro,http://www.tripadvisor.com/Hotel_Review-g33388-d120058-Reviews-Hotel_Teatro-Denver_Colorado.html,Denver,1484 ,,2019/04/02,2019/04/04,CHF 220,Expedia.ch,9,"Free Wifi,Restaurant,Visit hotel website"
The Westin Denver International Airport,http://www.tripadvisor.com/Hotel_Review-g33388-d8263810-Reviews-The_Westin_Denver_International_Airport-Denver_Colorado.html,Denver,1209 ,,2019/04/02,2019/04/04,CHF 394,Hotels.com,12,"Pool,Restaurant,Visit hotel website"
Hilton Garden Inn Denver Downtown,http://www.tripadvisor.com/Hotel_Review-g33388-d657868-Reviews-Hilton_Garden_Inn_Denver_Downtown-Denver_Colorado.html,Denver,1335 ,,2019/04/02,2019/04/04,CHF 256,Booking.com,13,"Free Wifi,Pool,Visit hotel website"
La Quinta Inn & Suites Denver Gateway Park,http://www.tripadvisor.com/Hotel_Review-g33388-d2085146-Reviews-La_Quinta_Inn_Suites_Denver_Gateway_Park-Denver_Colorado.html,Denver,430 ,,2019/04/02,2019/04/04,CHF 99,Booking.com,8,"Free Wifi,Free parking"
Crowne Plaza Denver,http://www.tripadvisor.com/Hotel_Review-g33388-d119941-Reviews-Crowne_Plaza_Denver-Denver_Colorado.html,Denver,181 ,,2019/04/02,2019/04/04,CHF 202,Booking.com,12,"Free Wifi,Pool,Visit hotel website"
Hampton Inn & Suites Denver/Airport-Gateway Park,http://www.tripadvisor.com/Hotel_Review-g33388-d2309623-Reviews-Hampton_Inn_Suites_Denver_Airport_Gateway_Park-Denver_Colorado.html,Denver,985 ,,2019/04/02,2019/04/04,CHF 166,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
The Crawford Hotel,http://www.tripadvisor.com/Hotel_Review-g33388-d6577001-Reviews-The_Crawford_Hotel-Denver_Colorado.html,Denver,1226 ,,2019/04/02,2019/04/04,CHF 476,Hotels.com,9,"Free Wifi,Restaurant"
Four Seasons Hotel Denver,http://www.tripadvisor.com/Hotel_Review-g33388-d1845691-Reviews-Four_Seasons_Hotel_Denver-Denver_Colorado.html,Denver,1781 ,,2019/04/02,2019/04/04,CHF 503,Hotels.com,13,"Free Wifi,Pool,Visit hotel website"
Kimpton Hotel Born,http://www.tripadvisor.com/Hotel_Review-g33388-d11894133-Reviews-Kimpton_Hotel_Born-Denver_Colorado.html,Denver,273 ,,2019/04/02,2019/04/04,CHF 499,Booking.com,11,"Free Wifi,Restaurant,Visit hotel website"
Homewood Suites by Hilton Denver Downtown-Convention Center,http://www.tripadvisor.com/Hotel_Review-g33388-d3838196-Reviews-Homewood_Suites_by_Hilton_Denver_Downtown_Convention_Center-Denver_Colorado.html,Denver,1395 ,,2019/04/02,2019/04/04,CHF 339,AMOMA,10,"Free Wifi,Breakfast included,Visit hotel website"
