hotel_name,url,locality,timestamp,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Days Inn Yosemite Area,http://www.tripadvisor.com/Hotel_Review-g32414-d79435-Reviews-Days_Inn_Yosemite_Area-Fresno_California.html,Fresno,2019-03-20 17:24:40.831732,603 ,,2019/04/02,2019/04/04, 74,Expedia.ch,10,"Free Wifi,Free parking,Visit hotel website"
Hotel Piccadilly,http://www.tripadvisor.com/Hotel_Review-g32414-d77051-Reviews-Hotel_Piccadilly-Fresno_California.html,Fresno,2019-03-20 17:24:40.832474,809 ,,2019/04/02,2019/04/04, 89,Booking.com,9,"Free Wifi,Free parking"
Comfort Suites Fresno River Park,http://www.tripadvisor.com/Hotel_Review-g32414-d79468-Reviews-Comfort_Suites_Fresno_River_Park-Fresno_California.html,Fresno,2019-03-20 17:24:40.833404,325 ,,2019/04/02,2019/04/04, 125,Booking.com,10,"Free Wifi,Free parking"
La Quinta Inn & Suites Fresno Riverpark,http://www.tripadvisor.com/Hotel_Review-g32414-d676392-Reviews-La_Quinta_Inn_Suites_Fresno_Riverpark-Fresno_California.html,Fresno,2019-03-20 17:24:40.834326,653 ,,2019/04/02,2019/04/04, 159,Hotels.com,6,"Free Wifi,Free parking"
Best Western Plus Fresno Airport Hotel,http://www.tripadvisor.com/Hotel_Review-g32414-d79460-Reviews-Best_Western_Plus_Fresno_Airport_Hotel-Fresno_California.html,Fresno,2019-03-20 17:24:40.835351,567 ,,2019/04/02,2019/04/04, 155,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
Best Western Plus Fresno Inn,http://www.tripadvisor.com/Hotel_Review-g32414-d79342-Reviews-Best_Western_Plus_Fresno_Inn-Fresno_California.html,Fresno,2019-03-20 17:24:40.836142,618 ,,2019/04/02,2019/04/04, 128,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
Hampton Inn & Suites Fresno-Northwest,http://www.tripadvisor.com/Hotel_Review-g32414-d2559927-Reviews-Hampton_Inn_Suites_Fresno_Northwest-Fresno_California.html,Fresno,2019-03-20 17:24:40.836902,357 ,,2019/04/02,2019/04/04, 137,Booking.com,9,"Free Wifi,Visit hotel website"
DoubleTree by Hilton Fresno Convention Center,http://www.tripadvisor.com/Hotel_Review-g32414-d125708-Reviews-DoubleTree_by_Hilton_Fresno_Convention_Center-Fresno_California.html,Fresno,2019-03-20 17:24:40.837584,648 ,,2019/04/02,2019/04/04, 148,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
Homewood Suites by Hilton Fresno,http://www.tripadvisor.com/Hotel_Review-g32414-d729441-Reviews-Homewood_Suites_by_Hilton_Fresno-Fresno_California.html,Fresno,2019-03-20 17:24:40.838280,704 ,,2019/04/02,2019/04/04, 235,Booking.com,10,"Free Wifi,Free parking,Visit hotel website"
Holiday Inn Express Hotel & Suites Fresno (River Park) Hwy 41,http://www.tripadvisor.com/Hotel_Review-g32414-d631722-Reviews-Holiday_Inn_Express_Hotel_Suites_Fresno_River_Park_Hwy_41-Fresno_California.html,Fresno,2019-03-20 17:24:40.838924,323 ,,2019/04/02,2019/04/04, 157,Booking.com,9,"Free Wifi,Free parking,Visit hotel website"
