@relation Hotelpreis

@attribute Preis numeric
"@attribute Timestamp date "yyyy-MM-dd HH:mm:ss""
@attribute Class {Influencer,NoInfluencer}
"@attribute Name {"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91",}"

@data
0,2019-04-23 10:20:02,NoInfluencer,1
0,2019-04-27 09:20:01,NoInfluencer,1
0,2019-04-28 02:20:01,NoInfluencer,1
0,2019-04-25 13:20:01,NoInfluencer,1
0,2019-05-09 09:12:01,NoInfluencer,1
0,2019-05-08 19:12:00,NoInfluencer,1
0,2019-05-09 06:12:01,NoInfluencer,1
0,2019-04-30 18:12:01,NoInfluencer,1
0,2019-05-03 11:12:00,NoInfluencer,1
0,2019-04-25 19:20:01,NoInfluencer,1
0,2019-04-21 22:20:01,NoInfluencer,1
0,2019-05-01 15:12:01,NoInfluencer,1
0,2019-05-11 03:12:01,NoInfluencer,1
0,2019-04-20 01:09:31,NoInfluencer,1
0,2019-05-12 05:12:01,NoInfluencer,1
0,2019-04-29 20:20:01,NoInfluencer,1
0,2019-04-29 17:20:01,NoInfluencer,1
0,2019-04-27 10:20:00,NoInfluencer,1
0,2019-05-08 05:12:01,NoInfluencer,1
0,2019-05-04 13:12:01,NoInfluencer,1
0,2019-04-24 20:20:01,NoInfluencer,1
0,2019-05-07 11:12:01,NoInfluencer,1
0,2019-05-10 01:12:01,NoInfluencer,1
0,2019-04-29 21:20:01,NoInfluencer,1
0,2019-04-30 02:49:01,NoInfluencer,1
0,2019-04-23 17:20:01,NoInfluencer,1
0,2019-04-25 22:20:01,NoInfluencer,1
0,2019-05-11 10:12:01,NoInfluencer,1
0,2019-05-02 01:12:01,NoInfluencer,1
0,2019-05-07 05:12:01,NoInfluencer,1
0,2019-04-29 10:20:01,NoInfluencer,1
0,2019-05-04 07:12:01,NoInfluencer,1
0,2019-05-01 07:12:01,NoInfluencer,1
0,2019-05-11 05:12:01,NoInfluencer,1
0,2019-05-03 05:12:01,NoInfluencer,1
0,2019-04-28 09:20:01,NoInfluencer,1
0,2019-05-09 23:12:01,NoInfluencer,1
0,2019-04-27 01:20:01,NoInfluencer,1
0,2019-04-24 01:20:01,NoInfluencer,1
0,2019-04-30 04:13:02,NoInfluencer,1
0,2019-05-08 03:12:01,NoInfluencer,1
0,2019-04-27 05:20:01,NoInfluencer,1
0,2019-05-11 19:12:01,NoInfluencer,1
0,2019-05-10 15:12:01,NoInfluencer,1
0,2019-05-04 14:12:01,NoInfluencer,1
0,2019-04-29 04:20:01,NoInfluencer,1
0,2019-05-08 18:12:01,NoInfluencer,1
0,2019-05-04 20:12:01,NoInfluencer,1
0,2019-05-03 00:12:01,NoInfluencer,1
0,2019-04-26 15:20:01,NoInfluencer,1
0,2019-05-05 20:12:01,NoInfluencer,1
0,2019-05-03 21:12:01,NoInfluencer,1
0,2019-04-23 08:57:00,NoInfluencer,1
0,2019-05-05 00:12:00,NoInfluencer,1
0,2019-04-19 14:05:02,NoInfluencer,1
0,2019-04-23 23:20:01,NoInfluencer,1
0,2019-04-26 11:20:01,NoInfluencer,1
0,2019-04-30 07:13:01,NoInfluencer,1
0,2019-05-02 20:12:00,NoInfluencer,1
0,2019-04-25 09:20:01,NoInfluencer,1
0,2019-04-27 11:20:01,NoInfluencer,1
0,2019-04-23 07:20:01,NoInfluencer,1
0,2019-05-11 12:12:01,NoInfluencer,1
0,2019-04-24 19:20:01,NoInfluencer,1
0,2019-04-23 18:20:02,NoInfluencer,1
0,2019-04-30 10:13:01,NoInfluencer,1
0,2019-05-01 20:51:00,NoInfluencer,1
0,2019-04-20 08:36:12,NoInfluencer,1
0,2019-05-09 00:12:00,NoInfluencer,1
0,2019-04-23 08:20:01,NoInfluencer,1
0,2019-05-10 12:12:01,NoInfluencer,1
0,2019-04-22 18:20:01,NoInfluencer,1
0,2019-05-10 21:12:00,NoInfluencer,1
0,2019-05-08 08:12:00,NoInfluencer,1
0,2019-05-01 17:12:01,NoInfluencer,1
0,2019-04-22 05:20:01,NoInfluencer,1
0,2019-04-22 12:20:01,NoInfluencer,1
0,2019-04-20 20:20:01,NoInfluencer,1
0,2019-04-22 07:20:01,NoInfluencer,1
0,2019-05-10 08:12:01,NoInfluencer,1
0,2019-04-27 00:20:01,NoInfluencer,1
0,2019-05-03 16:12:01,NoInfluencer,1
0,2019-04-27 02:20:01,NoInfluencer,1
0,2019-04-22 16:20:01,NoInfluencer,1
0,2019-04-30 06:13:01,NoInfluencer,1
0,2019-05-03 22:12:02,NoInfluencer,1
0,2019-04-22 02:20:01,NoInfluencer,1
0,2019-04-19 19:04:02,NoInfluencer,1
0,2019-05-04 08:12:01,NoInfluencer,1
0,2019-05-04 06:12:00,NoInfluencer,1
0,2019-04-23 03:20:01,NoInfluencer,1
0,2019-05-10 02:12:01,NoInfluencer,1
0,2019-05-04 16:12:01,NoInfluencer,1
0,2019-05-10 19:12:01,NoInfluencer,1
0,2019-05-05 07:12:01,NoInfluencer,1
0,2019-04-26 21:20:01,NoInfluencer,1
0,2019-05-07 14:12:01,NoInfluencer,1
0,2019-05-09 01:12:01,NoInfluencer,1
0,2019-05-02 02:12:01,NoInfluencer,1
0,2019-04-20 15:17:23,NoInfluencer,1
0,2019-05-04 00:12:01,NoInfluencer,1
0,2019-05-01 11:12:02,NoInfluencer,1
0,2019-05-02 11:12:01,NoInfluencer,1
0,2019-05-10 13:12:01,NoInfluencer,1
0,2019-05-01 22:12:01,NoInfluencer,1
0,2019-04-28 19:20:01,NoInfluencer,1
0,2019-05-05 01:12:01,NoInfluencer,1
0,2019-04-23 00:20:01,NoInfluencer,1
0,2019-04-20 17:20:01,NoInfluencer,1
0,2019-04-21 19:20:01,NoInfluencer,1
0,2019-05-02 00:12:01,NoInfluencer,1
0,2019-05-03 04:12:01,NoInfluencer,1
0,2019-05-02 12:12:01,NoInfluencer,1
0,2019-04-26 02:20:01,NoInfluencer,1
0,2019-04-30 12:10:01,NoInfluencer,1
0,2019-04-26 22:20:01,NoInfluencer,1
0,2019-05-06 02:12:01,NoInfluencer,1
0,2019-05-11 08:12:01,NoInfluencer,1
0,2019-05-05 10:12:01,NoInfluencer,1
0,2019-04-28 15:20:01,NoInfluencer,1
0,2019-05-04 19:12:01,NoInfluencer,1
0,2019-04-28 21:20:01,NoInfluencer,1
0,2019-05-01 01:12:02,NoInfluencer,1
0,2019-04-20 15:27:42,NoInfluencer,1
0,2019-05-09 07:12:01,NoInfluencer,1
0,2019-04-28 08:20:01,NoInfluencer,1
0,2019-04-23 20:20:00,NoInfluencer,1
0,2019-04-20 19:20:01,NoInfluencer,1
0,2019-04-23 04:20:01,NoInfluencer,1
0,2019-05-03 20:12:01,NoInfluencer,1
0,2019-04-29 00:20:01,NoInfluencer,1
0,2019-05-03 03:12:01,NoInfluencer,1
0,2019-05-04 15:12:01,NoInfluencer,1
0,2019-04-30 15:12:01,NoInfluencer,1
0,2019-05-03 08:12:01,NoInfluencer,1
0,2019-05-07 18:12:01,NoInfluencer,1
0,2019-04-21 03:20:01,NoInfluencer,1
0,2019-05-06 07:12:01,NoInfluencer,1
0,2019-05-06 03:12:00,NoInfluencer,1
0,2019-04-25 21:20:01,NoInfluencer,1
0,2019-04-30 02:20:02,NoInfluencer,1
0,2019-04-30 23:12:02,NoInfluencer,1
0,2019-05-05 13:12:01,NoInfluencer,1
0,2019-05-08 11:12:01,NoInfluencer,1
0,2019-05-07 21:12:01,NoInfluencer,1
0,2019-04-20 08:18:01,NoInfluencer,1
0,2019-04-30 11:10:01,NoInfluencer,1
0,2019-05-07 08:12:01,NoInfluencer,1
0,2019-04-25 10:20:01,NoInfluencer,1
0,2019-04-23 02:20:01,NoInfluencer,1
