hotel_name,price_per_night,timestamp
Ramon's Village Resort, 225,2019-04-24 11:20:01.307963
Island Magic Beach Resort, 148,2019-04-24 11:20:01.307963
SunBreeze Hotel, 195,2019-04-24 11:20:01.307963
Radisson Fort George Hotel and Marina, 112,2019-04-24 11:20:01.307963
"Mahogany Bay Resort & Beach Club, Curio Collection by Hilton", 203,2019-04-24 11:20:01.307963
Belize Ocean Club, 183,2019-04-24 11:20:01.307963
Ocean Tide Beach Resort, 85,2019-04-24 11:20:01.307963
Maya Beach Hotel, 100,2019-04-24 11:20:01.307963
"Sweet Songs Jungle Lodge, a Muy'Ono Resort", 101,2019-04-24 11:20:01.307963
San Ignacio Resort Hotel, 143,2019-04-24 11:20:01.307963
Sleeping Giant Rainforest Lodge, 132,2019-04-24 11:20:01.307963
Sapphire Beach Resort, 123,2019-04-24 11:20:01.307963
Hotel del Rio, 60,2019-04-24 11:20:01.307963
Pedro's Hotel, 56,2019-04-24 11:20:01.307963
The Lodge at Jaguar Reef, 132,2019-04-24 11:20:01.307963
Green Parrot Beach Houses & Resort, 117,2019-04-24 11:20:01.307963
White Sands Cove Resort, 303,2019-04-24 11:20:01.307963
Black Orchid Resort, 102,2019-04-24 11:20:01.307963
Las Terrazas Resort, 234,2019-04-24 11:20:01.307963
Robert's Grove Beach Resort, 179,2019-04-24 11:20:01.307963
"Thatch Caye, a Muy'Ono Resort", 121,2019-04-24 11:20:01.307963
Pelican Reef Villas Resort, 285,2019-04-24 11:20:01.307963
Paradise Vacation Hotel, 81,2019-04-24 11:20:01.307963
De Real Macaw, 61,2019-04-24 11:20:01.307963
Laru Beya Resort & Villas, 187,2019-04-24 11:20:01.307963
Chabil Mar, 303,2019-04-24 11:20:01.307963
Mata Rocks Beachfront Hotel, 133,2019-04-24 11:20:01.307963
Grand Caribe Belize Resort and Condominiums, 305,2019-04-24 11:20:01.307963
Belizean Dreams Resort, 478,2019-04-24 11:20:01.307963
The Lodge at Chaa Creek, 417,2019-04-24 11:20:01.307963
