hotel_name,price_per_night,timestamp
The Inn on the Mile, 271,2019-04-28 17:20:01.845297
Travelodge Edinburgh Central Princes Street, 153,2019-04-28 17:20:01.845297
Travelodge Edinburgh Central, 164,2019-04-28 17:20:01.845297
Travelodge Edinburgh Central Waterloo Place Hotel, 153,2019-04-28 17:20:01.845297
The Principal Edinburgh George Street, 354,2019-04-28 17:20:01.845297
Best Western Plus Edinburgh City Centre Bruntsfield Hotel, 173,2019-04-28 17:20:01.845297
Travelodge Edinburgh Cameron Toll, 142,2019-04-28 17:20:01.845297
"Radisson Blu Hotel, Edinburgh City Centre", 267,2019-04-28 17:20:01.845297
Apex Grassmarket Hotel, 224,2019-04-28 17:20:01.845297
Travelodge Edinburgh Airport Ratho Station Hotel, 120,2019-04-28 17:20:01.845297
"Ten Hill Place, BW Premier Collection", 159,2019-04-28 17:20:01.845297
Novotel Edinburgh Park, 140,2019-04-28 17:20:01.845297
Murrayfield Hotel and House, 166,2019-04-28 17:20:01.845297
The Balmoral Hotel, 296,2019-04-28 17:20:01.845297
Waldorf Astoria Edinburgh - The Caledonian, 317,2019-04-28 17:20:01.845297
Travelodge Edinburgh Central Queen Street, 153,2019-04-28 17:20:01.845297
B+B Edinburgh, 362,2019-04-28 17:20:01.845297
The Edinburgh Grand, 315,2019-04-28 17:20:01.845297
Old Town Chambers, 249,2019-04-28 17:20:01.845297
Ibis Edinburgh Centre Royal Mile, 172,2019-04-28 17:20:01.845297
Leonardo Boutique Hotel Simpson Edinburgh, 184,2019-04-28 17:20:01.845297
Ibis Edinburgh Centre South Bridge, 167,2019-04-28 17:20:01.845297
The Scotsman Hotel, 274,2019-04-28 17:20:01.845297
Salisbury Green Hotel & Bistro, 136,2019-04-28 17:20:01.845297
Brooks Hotel Edinburgh, 124,2019-04-28 17:20:01.845297
"Sheraton Grand Hotel & Spa, Edinburgh", 275,2019-04-28 17:20:01.845297
Best Western Kings Manor Hotel, 120,2019-04-28 17:20:01.845297
The Chester Residence, 249,2019-04-28 17:20:01.845297
Aparthotel Adagio Edinburgh Royal Mile, 198,2019-04-28 17:20:01.845297
Cityroomz Edinburgh, 119,2019-04-28 17:20:01.845297
Holiday Inn Express Edinburgh - Leith Waterfront, 137,2019-04-28 17:20:01.845297
