hotel_name,price_per_night,timestamp
The Saguaro Palm Springs, 449,2019-04-18 23:05:01.458033
7 Springs Inn & Suites, 201,2019-04-18 23:05:01.458033
Ace Hotel & Swim Club, 423,2019-04-18 23:05:01.458033
Hilton Palm Springs, 279,2019-04-18 23:05:01.458033
The Palm Springs Hotel, 434,2019-04-18 23:05:01.458033
Ingleside Inn, 454,2019-04-18 23:05:01.458033
Kimpton Rowan Palm Springs Hotel, 463,2019-04-18 23:05:01.458033
Hotel California, 195,2019-04-18 23:05:01.458033
Oasis Villa Resort, 251,2019-04-18 23:05:01.458033
A Place in the Sun Garden Hotel, 180,2019-04-18 23:05:01.458033
Korakia Pensione, 437,2019-04-18 23:05:01.458033
Desert Riviera Hotel, 236,2019-04-18 23:05:01.458033
"Triada Palm Springs, Autograph Collection", 413,2019-04-18 23:05:01.458033
The Westcott, 282,2019-04-18 23:05:01.458033
The Rossi Hotel, 251,2019-04-18 23:05:01.458033
The Saguaro Palm Springs, 449,2019-04-18 23:05:01.458033
Best Western Plus Las Brisas Hotel, 273,2019-04-18 23:05:01.458033
Palm Canyon Resort & Spa, 231,2019-04-18 23:05:01.458033
"The Riviera Palm Springs, A Tribute Portfolio Resort", 412,2019-04-18 23:05:01.458033
Vagabond Inn Palm Springs, 115,2019-04-18 23:05:01.458033
Hotel ZOSO, 257,2019-04-18 23:05:01.458033
Palm Mountain Resort & Spa, 193,2019-04-18 23:05:01.458033
Days Inn by Wyndham Palm Springs, 128,2019-04-18 23:05:01.458033
Motel 6 Palm Springs Downtown, 131,2019-04-18 23:05:01.458033
Best Western Inn at Palm Springs, 141,2019-04-18 23:05:01.458033
Courtyard by Marriott Palm Springs, 325,2019-04-18 23:05:01.458033
Marquis Villas Resort, 222,2019-04-18 23:05:01.458033
Knights Inn Palm Springs, 96,2019-04-18 23:05:01.458033
Villa Royale, 379,2019-04-18 23:05:01.458033
L'Horizon Resort & Spa, 691,2019-04-18 23:05:01.458033
The Weekend, 581,2019-04-18 23:05:01.458033
