hotel_name,price_per_night,timestamp
7 Springs Inn & Suites, 201,2019-04-18 20:05:01.388640
Ace Hotel & Swim Club, 423,2019-04-18 20:05:01.388640
Hilton Palm Springs, 279,2019-04-18 20:05:01.388640
The Palm Springs Hotel, 434,2019-04-18 20:05:01.388640
Ingleside Inn, 454,2019-04-18 20:05:01.388640
Kimpton Rowan Palm Springs Hotel, 463,2019-04-18 20:05:01.388640
Hotel California, 195,2019-04-18 20:05:01.388640
Oasis Villa Resort, 251,2019-04-18 20:05:01.388640
A Place in the Sun Garden Hotel, 180,2019-04-18 20:05:01.388640
Korakia Pensione, 437,2019-04-18 20:05:01.388640
Desert Riviera Hotel, 236,2019-04-18 20:05:01.388640
"Triada Palm Springs, Autograph Collection", 413,2019-04-18 20:05:01.388640
The Westcott, 282,2019-04-18 20:05:01.388640
The Rossi Hotel, 251,2019-04-18 20:05:01.388640
The Saguaro Palm Springs, 449,2019-04-18 20:05:01.388640
Best Western Plus Las Brisas Hotel, 273,2019-04-18 20:05:01.388640
Palm Canyon Resort & Spa, 231,2019-04-18 20:05:01.388640
"The Riviera Palm Springs, A Tribute Portfolio Resort", 412,2019-04-18 20:05:01.388640
Vagabond Inn Palm Springs, 115,2019-04-18 20:05:01.388640
Hotel ZOSO, 257,2019-04-18 20:05:01.388640
Palm Mountain Resort & Spa, 193,2019-04-18 20:05:01.388640
Days Inn by Wyndham Palm Springs, 128,2019-04-18 20:05:01.388640
Motel 6 Palm Springs Downtown, 131,2019-04-18 20:05:01.388640
Best Western Inn at Palm Springs, 134,2019-04-18 20:05:01.388640
Courtyard by Marriott Palm Springs, 325,2019-04-18 20:05:01.388640
Marquis Villas Resort, 222,2019-04-18 20:05:01.388640
Knights Inn Palm Springs, 96,2019-04-18 20:05:01.388640
Villa Royale, 379,2019-04-18 20:05:01.388640
L'Horizon Resort & Spa, 691,2019-04-18 20:05:01.388640
The Weekend, 581,2019-04-18 20:05:01.388640
