price_per_night,timestamp
 363,2019-04-25 18:20:01.259476
 365,2019-04-24 12:20:01.752630
 363,2019-04-27 05:20:01.509110
 363,2019-04-25 07:20:01.053067
 365,2019-04-23 22:20:01.807987
 363,2019-04-27 13:20:01.791607
 462,2019-04-26 02:20:01.845055
 365,2019-04-24 01:20:01.392921
 365,2019-04-24 05:20:01.100760
 363,2019-04-27 07:20:01.137215
 363,2019-04-25 23:20:02.108452
 365,2019-04-24 10:20:01.373861
 365,2019-04-23 09:20:01.821578
 365,2019-04-23 11:20:01.137410
 363,2019-04-25 05:20:01.636860
 365,2019-04-24 19:20:01.061854
 363,2019-04-26 12:20:00.897716
 464,2019-04-23 14:20:01.159459
 365,2019-04-23 23:20:01.609027
 365,2019-04-24 18:20:01.155983
 465,2019-04-24 21:20:01.458887
 363,2019-04-26 07:20:01.191154
 365,2019-04-24 11:20:01.308713
 365,2019-04-24 04:20:01.166113
 363,2019-04-27 11:20:01.150147
 465,2019-04-24 23:20:01.538001
 566,2019-04-26 23:20:01.599948
 363,2019-04-26 15:20:01.440396
 363,2019-04-25 01:20:01.018823
 363,2019-04-25 16:20:01.691026
 363,2019-04-27 03:20:01.825567
 363,2019-04-26 06:20:01.518259
 363,2019-04-25 15:20:01.999888
 363,2019-04-26 03:20:01.482164
 457,2019-04-26 21:20:01.308907
 365,2019-04-24 17:20:01.332952
 365,2019-04-23 17:20:01.621761
 363,2019-04-27 06:20:01.206904
 464,2019-04-23 16:20:01.692296
 461,2019-04-26 19:20:01.839619
 363,2019-04-26 08:20:01.356409
 365,2019-04-23 18:20:02.035026
 465,2019-04-24 03:20:01.751988
 363,2019-04-25 03:20:01.760917
 363,2019-04-26 09:20:01.831938
 365,2019-04-24 07:20:01.508606
 462,2019-04-27 12:20:01.003229
 367,2019-04-26 18:20:01.843524
 363,2019-04-25 17:20:00.913439
 461,2019-04-26 16:20:01.240066
 363,2019-04-27 04:20:01.713683
 363,2019-04-26 14:20:01.675773
 363,2019-04-26 13:20:01.263294
 365,2019-04-23 20:20:00.970738
 363,2019-04-25 06:20:01.105964
 466,2019-04-23 15:20:01.498959
 365,2019-04-24 00:20:01.233470
 363,2019-04-27 08:20:00.961811
 363,2019-04-27 00:20:01.533646
 363,2019-04-26 05:20:02.159670
 363,2019-04-26 10:20:01.729785
 462,2019-04-26 04:20:01.454228
 365,2019-04-23 08:57:00.650075
 363,2019-04-25 09:20:01.817283
 363,2019-04-25 20:20:01.595336
 363,2019-04-25 08:20:01.365052
 365,2019-04-24 22:20:01.043015
 363,2019-04-26 11:20:01.230904
 365,2019-04-24 09:20:01.376897
 363,2019-04-27 01:20:01.038571
 462,2019-04-25 13:20:01.834388
 363,2019-04-25 10:20:01.280857
 365,2019-04-23 10:20:02.059205
 461,2019-04-26 17:20:01.518100
 499,2019-04-24 08:20:01.591799
 363,2019-04-25 02:20:01.135567
 365,2019-04-24 13:20:01.431021
 363,2019-04-27 09:20:01.527672
 363,2019-04-25 04:20:01.778594
 465,2019-04-24 02:20:01.309454
 363,2019-04-27 02:20:01.152441
 569,2019-04-23 13:20:01.402832
 365,2019-04-23 21:20:01.507421
 365,2019-04-24 06:20:01.152819
 495,2019-04-24 20:20:01.533605
 365,2019-04-23 12:20:01.090720
 363,2019-04-25 14:20:00.920720
 363,2019-04-25 11:20:01.546036
 363,2019-04-25 22:20:01.026978
 363,2019-04-25 19:20:01.125846
 462,2019-04-26 01:20:01.650668
 363,2019-04-27 10:20:00.995652
 363,2019-04-26 20:20:01.435899
 364,2019-04-24 15:20:00.961472
 365,2019-04-24 14:20:01.389675
 363,2019-04-25 12:20:01.137342
 363,2019-04-26 22:20:01.496908
 364,2019-04-24 16:20:01.041631
 364,2019-04-25 00:20:01.034622
 363,2019-04-26 00:20:01.795110
 363,2019-04-25 21:20:01.533905
