hotel_name,price_per_night,timestamp
Hotel Buenos Aires Avenida, 38,2019-04-20 20:20:01.900926
Hotel Manglar 421, 24,2019-04-20 20:20:01.900926
Hotel San Martin, 62,2019-04-20 20:20:01.900926
Hotel Dann Cartagena, 101,2019-04-20 20:20:01.900926
Hampton by Hilton Cartagena, 91,2019-04-20 20:20:01.900926
Hotel Almirante, 102,2019-04-20 20:20:01.900926
Holiday Inn Express Cartagena Bocagrande, 74,2019-04-20 20:20:01.900926
Playa Club Hotel, 68,2019-04-20 20:20:01.900926
Hyatt Regency Cartagena, 130,2019-04-20 20:20:01.900926
Holiday Inn Cartagena Morros, 102,2019-04-20 20:20:01.900926
Hotel Pueblito Playa, 43,2019-04-20 20:20:01.900926
Hotel Charleston Santa Teresa, 267,2019-04-20 20:20:01.900926
InterContinental Cartagena De Indias, 139,2019-04-20 20:20:01.900926
Conrad Cartagena by Hilton, 151,2019-04-20 20:20:01.900926
Varanasi Hotel Boutique, 71,2019-04-20 20:20:01.900926
Hotel Las Americas Casa de Playa, 132,2019-04-20 20:20:01.900926
Viajero Cartagena Hostel, 55,2019-04-20 20:20:01.900926
Hotel Las Americas Torre del Mar, 158,2019-04-20 20:20:01.900926
Hotel Casa Lola, 126,2019-04-20 20:20:01.900926
Hotel Casa Gloria, 73,2019-04-20 20:20:01.900926
Hilton Cartagena, 140,2019-04-20 20:20:01.900926
Hotel Casa del Arzobispado, 216,2019-04-20 20:20:01.900926
Hotel Boutique las Carretas, 100,2019-04-20 20:20:01.900926
Hotel Boutique Casa Isabel, 94,2019-04-20 20:20:01.900926
Bastion Luxury Hotel, 295,2019-04-20 20:20:01.900926
Hotel Caribe By Faranda Grand, 135,2019-04-20 20:20:01.900926
Allure Chocolat Hotel By Karisma, 154,2019-04-20 20:20:01.900926
Estelar Cartagena de Indias Hotel & Convention Center, 131,2019-04-20 20:20:01.900926
Allure Canela, 102,2019-04-20 20:20:01.900926
Sofitel Legend Santa Clara, 385,2019-04-20 20:20:01.900926
