hotel_name,price_per_night,timestamp
Hotel Almirante, 151,2019-04-28 13:20:01.553786
Hyatt Regency Cartagena, 147,2019-04-28 13:20:01.553786
Hotel Manglar 421, 24,2019-04-28 13:20:01.553786
Hotel Boutique Casa Isabel, 92,2019-04-28 13:20:01.553786
Hotel San Martin, 68,2019-04-28 13:20:01.553786
Sofitel Legend Santa Clara, 335,2019-04-28 13:20:01.553786
Casa Cochera del Gobernador, 203,2019-04-28 13:20:01.553786
Hotel Almirante, 151,2019-04-28 13:20:01.553786
Conrad Cartagena by Hilton, 152,2019-04-28 13:20:01.553786
Viajero Cartagena Hostel, 50,2019-04-28 13:20:01.553786
Hampton by Hilton Cartagena, 90,2019-04-28 13:20:01.553786
Hotel Casa Lola, 124,2019-04-28 13:20:01.553786
Bastion Luxury Hotel, 260,2019-04-28 13:20:01.553786
InterContinental Cartagena De Indias, 140,2019-04-28 13:20:01.553786
Holiday Inn Express Cartagena Bocagrande, 74,2019-04-28 13:20:01.553786
Hotel Caribe By Faranda Grand, 133,2019-04-28 13:20:01.553786
Hotel Las Americas Torre del Mar, 155,2019-04-28 13:20:01.553786
Allure Chocolat Hotel By Karisma, 161,2019-04-28 13:20:01.553786
Hotel Las Americas Casa de Playa, 130,2019-04-28 13:20:01.553786
Hotel Dann Cartagena, 101,2019-04-28 13:20:01.553786
Hotel Buenos Aires Avenida, 38,2019-04-28 13:20:01.553786
Hotel Boutique las Carretas, 104,2019-04-28 13:20:01.553786
Hotel Casa Gloria, 72,2019-04-28 13:20:01.553786
Estelar Cartagena de Indias Hotel & Convention Center, 129,2019-04-28 13:20:01.553786
Hotel Casa del Arzobispado, 212,2019-04-28 13:20:01.553786
Casa Bustamante Hotel Boutique, 77,2019-04-28 13:20:01.553786
Hotel Pueblito Playa, 43,2019-04-28 13:20:01.553786
Allure Canela, 101,2019-04-28 13:20:01.553786
Varanasi Hotel Boutique, 69,2019-04-28 13:20:01.553786
Hilton Cartagena,0,2019-04-28 13:20:01.553786
Bantu Hotel By Faranda Boutique, 180,2019-04-28 13:20:01.553786
Holiday Inn Cartagena Morros,0,2019-04-28 13:20:01.553786
