hotel_name,url,locality,timestamp,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
"Lopesan Costa Meloneras Resort, Spa & Casino",http://www.tripadvisor.com/Hotel_Review-g2089121-d241729-Reviews-Lopesan_Costa_Meloneras_Resort_Spa_Casino-Meloneras_Gran_Canaria_Canary_Islands.html,Meloneras,2019-03-27 21:42:41.090126,6313 ,,2019/04/13,2019/04/14, 236,Hotels.com,15,"Pool,Beachfront"
Lopesan Baobab Resort,http://www.tripadvisor.com/Hotel_Review-g2089121-d1488268-Reviews-Lopesan_Baobab_Resort-Meloneras_Gran_Canaria_Canary_Islands.html,Meloneras,2019-03-27 21:42:41.090967,7095 ,,2019/04/13,2019/04/14, 603,Hotels.com,13,"Pool,Restaurant"
Lopesan Villa del Conde Resort & Thalasso,http://www.tripadvisor.com/Hotel_Review-g2089121-d1218129-Reviews-Lopesan_Villa_del_Conde_Resort_Thalasso-Meloneras_Gran_Canaria_Canary_Islands.html,Meloneras,2019-03-27 21:42:41.091750,3910 ,,2019/04/13,2019/04/14, 288,Booking.com,15,"Pool,Beachfront"
H10 Playa Meloneras Palace,http://www.tripadvisor.com/Hotel_Review-g230095-d268385-Reviews-H10_Playa_Meloneras_Palace-Maspalomas_Gran_Canaria_Canary_Islands.html,Meloneras,2019-03-27 21:42:41.092608,4294 ,,2019/04/13,2019/04/14, 226,Booking.com,14,"Free Wifi,Free parking,Visit hotel website"
Hotel Riu Gran Canaria,http://www.tripadvisor.com/Hotel_Review-g230095-d530762-Reviews-Hotel_Riu_Gran_Canaria-Maspalomas_Gran_Canaria_Canary_Islands.html,Meloneras,2019-03-27 21:42:41.093457,3598 ,,2019/04/13,2019/04/14,0,roomsXXL.ch,14,"Free parking,Pool,Visit hotel website"
Maspalomas Oasis Club,http://www.tripadvisor.com/Hotel_Review-g230095-d647729-Reviews-Maspalomas_Oasis_Club-Maspalomas_Gran_Canaria_Canary_Islands.html,Meloneras,2019-03-27 21:42:41.094236,1122 ,,2019/04/13,2019/04/14, 174,TUI,13,"Free parking,Breakfast included"
Hotel Los Calderones THe Senses Collection,http://www.tripadvisor.com/Hotel_Review-g230095-d11873211-Reviews-Hotel_Los_Calderones_THe_Senses_Collection-Maspalomas_Gran_Canaria_Canary_Islands.html,Meloneras,2019-03-27 21:42:41.095002,145 ,,2019/04/13,2019/04/14, 117,Booking.com,11,"Free Wifi,Free parking"
Hotel Riu Palace Meloneras,http://www.tripadvisor.com/Hotel_Review-g230095-d237098-Reviews-Hotel_Riu_Palace_Meloneras-Maspalomas_Gran_Canaria_Canary_Islands.html,Meloneras,2019-03-27 21:42:41.095900,1884 ,,2019/04/13,2019/04/14, 327,Riu.com,12,"Free Wifi,Free parking,Visit hotel website"
Seaside Grand Hotel Residencia,http://www.tripadvisor.com/Hotel_Review-g230095-d241730-Reviews-Seaside_Grand_Hotel_Residencia-Maspalomas_Gran_Canaria_Canary_Islands.html,Meloneras,2019-03-27 21:42:41.097009,765 ,,2019/04/13,2019/04/14, 707,Booking.com,16,"Free Wifi,Free parking"
Hotel Riu Palace Oasis,http://www.tripadvisor.com/Hotel_Review-g230095-d569308-Reviews-Hotel_Riu_Palace_Oasis-Maspalomas_Gran_Canaria_Canary_Islands.html,Meloneras,2019-03-27 21:42:41.097962,1299 ,,2019/04/13,2019/04/14,0,roomsXXL.ch,11,"Pool,Beachfront,Visit hotel website"
IFA Faro Hotel,http://www.tripadvisor.com/Hotel_Review-g230095-d314709-Reviews-IFA_Faro_Hotel-Maspalomas_Gran_Canaria_Canary_Islands.html,Meloneras,2019-03-27 21:42:41.098777,977 ,,2019/04/13,2019/04/14, 205,Booking.com,12,"Pool,Restaurant"
Oasis Maspalomas,http://www.tripadvisor.com/Hotel_Review-g230095-d1166857-Reviews-Oasis_Maspalomas-Maspalomas_Gran_Canaria_Canary_Islands.html,Meloneras,2019-03-27 21:42:41.099538,99 ,,2019/04/13,2019/04/14,0,roomsXXL.ch,12,Beachfront
Seaside Palm Beach,http://www.tripadvisor.com/Hotel_Review-g230095-d238903-Reviews-Seaside_Palm_Beach-Maspalomas_Gran_Canaria_Canary_Islands.html,Meloneras,2019-03-27 21:42:41.100347,1339 ,,2019/04/13,2019/04/14, 361,Hotels.com,16,"Free Wifi,Free parking"
Bungalows Cordial Green Golf,http://www.tripadvisor.com/Hotel_Review-g230095-d264615-Reviews-Bungalows_Cordial_Green_Golf-Maspalomas_Gran_Canaria_Canary_Islands.html,Meloneras,2019-03-27 21:42:41.101243,1815 ,,2019/04/13,2019/04/14, 134,Booking.com,16,"Free parking,Pool,Visit hotel website"
Bungalows Cordial Sandy Golf,http://www.tripadvisor.com/Hotel_Review-g230095-d945483-Reviews-Bungalows_Cordial_Sandy_Golf-Maspalomas_Gran_Canaria_Canary_Islands.html,Meloneras,2019-03-27 21:42:41.102141,853 ,,2019/04/13,2019/04/14, 168,Booking.com,16,"Free Wifi,Free parking"
Club Vista Serena,http://www.tripadvisor.com/Hotel_Review-g230095-d530934-Reviews-Club_Vista_Serena-Maspalomas_Gran_Canaria_Canary_Islands.html,Meloneras,2019-03-27 21:42:41.103017,415 ,,2019/04/13,2019/04/14, 97,Booking.com,16,"Free Wifi,Free parking"
